accommodates,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
8,2.0,1.0,3.0,$250.00,,,1,1125,1
1,1.0,1.0,1.0,$70.00,$10.00,,1,1125,15
5,2.0,1.0,2.0,$119.00,$35.00,,3,30,86
2,1.0,2.5,2.0,$85.00,$55.00,$200.00,2,1125,0
2,1.0,1.5,1.0,$150.00,$80.00,"$1,000.00",3,1125,24
8,2.0,1.0,4.0,$240.00,$75.00,,1,1125,19
2,1.0,1.5,1.0,$75.00,$25.00,,2,45,8
4,1.0,1.0,1.0,$99.00,$75.00,$150.00,1,1125,122
5,2.0,2.0,3.0,$175.00,$100.00,$175.00,2,1125,9
2,1.0,1.0,1.0,$94.00,$75.00,,1,30,4
2,1.0,1.5,1.0,$140.00,$50.00,,2,1125,20
12,3.0,2.5,4.0,$375.00,,,1,1125,4
4,3.0,2.5,3.0,$160.00,$100.00,,15,60,0
2,1.0,1.0,1.0,$65.00,,,1,1125,27
2,1.0,1.0,1.0,$100.00,,,4,1125,1
3,1.0,1.0,2.0,$135.00,$10.00,,1,1125,42
5,1.0,1.0,2.0,$125.00,$30.00,$95.00,3,1125,7
2,1.0,1.0,1.0,$135.00,,,2,14,1
1,1.0,2.0,1.0,$35.00,$15.00,,5,365,3
2,1.0,1.0,1.0,$155.00,,,1,1125,0
4,2.0,2.5,2.0,$175.00,,,5,30,0
3,1.0,1.0,1.0,$95.00,$25.00,$100.00,1,1125,0
2,1.0,1.5,1.0,$90.00,,,1,1125,0
2,1.0,1.0,1.0,$100.00,,,2,14,7
4,2.0,2.0,2.0,$220.00,$50.00,$400.00,1,1125,4
2,1.0,1.0,1.0,$60.00,$10.00,,1,1125,8
2,1.0,1.0,1.0,$135.00,$90.00,"$1,000.00",21,90,1
4,0.0,1.0,2.0,$140.00,$25.00,,1,1125,36
6,2.0,2.5,3.0,$299.00,$100.00,$300.00,1,1125,3
6,3.0,,6.0,$199.00,$150.00,$350.00,3,14,2
2,1.0,1.0,1.0,$34.00,,,1,1125,0
2,1.0,1.0,1.0,$95.00,$8.00,$125.00,1,1125,4
2,1.0,0.0,1.0,$105.00,,,2,14,4
4,1.0,1.5,1.0,$98.00,$75.00,$500.00,4,1125,2
5,1.0,1.0,3.0,$79.00,$99.00,$500.00,2,1126,0
2,1.0,1.0,1.0,$78.00,$150.00,$800.00,3,1125,4
2,0.0,1.0,1.0,$175.00,,,1,1125,3
1,1.0,1.0,1.0,$175.00,,,1,1125,0
2,1.0,1.0,1.0,$80.00,$25.00,$100.00,2,15,31
1,1.0,1.5,1.0,$65.00,$25.00,,2,45,3
1,1.0,1.0,1.0,$23.00,,,7,1125,11
2,0.0,1.0,1.0,$175.00,,,3,90,0
4,1.0,1.0,1.0,$175.00,$50.00,,2,1125,17
2,1.0,0.0,1.0,$75.00,$10.00,,1,1125,26
2,1.0,1.0,1.0,$115.00,$60.00,$500.00,1,90,2
3,1.0,1.0,2.0,$125.00,,,1,1125,1
2,1.0,1.0,1.0,$145.00,$60.00,$100.00,2,28,65
2,1.0,2.0,1.0,$98.00,,,1,1125,0
4,1.0,1.0,1.0,$135.00,$50.00,$100.00,1,12,36
2,1.0,1.0,2.0,$89.00,,,2,1125,0
2,1.0,1.0,1.0,$150.00,$25.00,,1,15,18
2,1.0,1.0,1.0,$90.00,,,1,1125,0
4,2.0,2.0,2.0,$150.00,$55.00,,2,1125,21
1,1.0,1.0,1.0,$95.00,,,2,30,16
2,1.0,1.5,1.0,$99.00,$95.00,$400.00,1,1125,18
4,1.0,1.0,2.0,$130.00,$35.00,$150.00,3,30,37
4,1.0,1.0,1.0,$175.00,$75.00,,3,1125,8
4,0.0,1.0,2.0,$155.00,$110.00,$150.00,2,1125,0
2,1.0,1.0,1.0,$65.00,$50.00,,2,1125,8
4,1.0,1.0,2.0,$150.00,$100.00,$150.00,3,1125,23
4,2.0,2.0,2.0,$225.00,$50.00,,2,1125,11
4,1.0,1.0,1.0,$175.00,,,1,1125,0
2,1.0,1.0,1.0,$98.00,$100.00,$250.00,3,1125,4
2,1.0,1.0,1.0,$40.00,,,1,1125,0
2,0.0,1.0,1.0,$80.00,$50.00,$500.00,2,31,0
2,1.0,1.0,1.0,$105.00,,,1,1125,17
8,3.0,2.5,3.0,$325.00,$100.00,$100.00,2,1125,17
4,1.0,1.0,2.0,$88.00,$100.00,$100.00,3,10,11
2,0.0,1.0,2.0,$100.00,,,3,1125,6
4,2.0,2.5,3.0,$146.00,$60.00,$150.00,4,366,52
3,1.0,1.0,1.0,$109.00,$40.00,,1,1125,88
5,2.0,1.0,2.0,$199.00,$60.00,,1,1125,102
4,2.0,1.0,2.0,$279.00,$200.00,,5,365,0
2,1.0,2.0,1.0,$90.00,,,2,1125,39
4,2.0,2.0,2.0,$150.00,,,3,1125,1
4,1.0,1.0,2.0,$120.00,$20.00,$250.00,2,1125,8
5,2.0,1.0,2.0,$189.00,$50.00,,2,200,0
3,1.0,1.0,1.0,$120.00,,,3,1125,9
4,1.0,,1.0,$99.00,$75.00,$150.00,20,300,41
6,2.0,2.0,2.0,$188.00,$60.00,,2,1125,3
8,3.0,1.5,4.0,$300.00,,,3,90,24
2,0.0,1.0,1.0,$200.00,$65.00,,2,90,0
6,1.0,1.0,2.0,$225.00,,,3,90,2
2,1.0,1.0,1.0,$50.00,$10.00,,2,12,3
3,1.0,1.5,2.0,$109.00,,$500.00,2,1125,4
2,,1.0,1.0,$109.00,$49.00,,2,365,60
5,2.0,2.5,2.0,$229.00,,,2,8,4
16,8.0,6.0,13.0,"$1,200.00",$300.00,,3,1125,10
14,5.0,2.0,7.0,$599.00,$150.00,$500.00,1,1125,0
2,1.0,1.0,1.0,$75.00,$10.00,,1,1125,19
4,2.0,1.5,2.0,$380.00,,,1,1125,7
2,1.0,1.0,1.0,$115.00,$20.00,$95.00,1,1125,14
2,1.0,1.5,1.0,$75.00,,$150.00,3,60,12
1,1.0,2.0,1.0,$32.00,,,5,1125,1
1,1.0,1.5,1.0,$90.00,$50.00,$100.00,2,1125,2
5,2.0,2.0,4.0,$380.00,$150.00,,2,14,10
2,1.0,1.0,1.0,$85.00,$15.00,$95.00,1,1125,23
2,1.0,1.0,1.0,$110.00,$20.00,$250.00,2,1125,5
2,1.0,1.5,1.0,$156.00,$35.00,,3,40,3
2,1.0,1.0,1.0,$89.00,$90.00,$200.00,1,1125,1
10,4.0,3.5,5.0,$500.00,,,2,1125,0
6,2.0,1.5,2.0,$225.00,$95.00,$300.00,2,1125,40
6,2.0,1.0,2.0,$200.00,$20.00,,1,8,43
2,0.0,1.0,1.0,$119.00,$70.00,,1,1125,40
2,1.0,1.5,1.0,$95.00,,,1,1125,4
2,1.0,1.0,1.0,$180.00,,$180.00,3,1125,15
6,2.0,2.0,2.0,$175.00,$40.00,$300.00,1,1125,0
4,2.0,1.5,2.0,$249.00,$100.00,$275.00,3,5,5
6,2.0,1.5,2.0,$295.00,$100.00,,3,10,10
4,2.0,2.0,1.0,$249.00,$50.00,$99.00,1,1125,1
2,1.0,1.0,1.0,$119.00,$25.00,,2,1125,4
2,1.0,1.0,1.0,$98.00,,,1,14,7
2,1.0,1.5,1.0,$90.00,$20.00,,1,10,11
2,1.0,1.0,1.0,$75.00,$15.00,$100.00,1,30,3
5,3.0,1.5,3.0,$249.00,$80.00,,2,1125,5
4,1.0,,1.0,$110.00,$75.00,$150.00,3,180,49
1,1.0,2.0,1.0,$108.00,$25.00,$200.00,3,1125,0
4,0.0,1.0,2.0,$99.00,$20.00,,1,1125,39
4,1.0,1.0,2.0,$155.00,$75.00,$100.00,1,1125,28
8,2.0,2.0,4.0,$329.00,$159.00,,3,1125,11
2,1.0,1.0,2.0,$95.00,,,2,1125,11
2,1.0,1.0,1.0,$125.00,$60.00,,2,9,2
4,0.0,1.0,2.0,$189.00,$100.00,$250.00,2,1125,0
5,2.0,2.0,3.0,$329.00,$75.00,$350.00,1,1125,4
4,1.0,1.0,4.0,$99.00,$20.00,,1,1125,2
7,3.0,2.5,2.0,$299.00,,,2,5,3
4,1.0,1.0,4.0,$49.00,$5.00,,1,1125,11
4,1.0,1.0,1.0,$100.00,,,3,1125,2
4,0.0,1.0,2.0,$125.00,$15.00,$300.00,2,1125,1
3,1.0,1.5,1.0,$92.00,$30.00,$150.00,1,1125,17
2,0.0,1.0,1.0,$165.00,,,1,1,11
2,1.0,1.0,1.0,$119.00,$25.00,$100.00,2,999,21
2,0.0,1.0,1.0,$120.00,,,2,1125,2
2,0.0,1.0,1.0,$85.00,$10.00,,1,1125,0
2,1.0,1.0,1.0,$79.00,,,1,1125,14
4,1.0,1.0,2.0,$110.00,$150.00,$250.00,2,60,2
4,0.0,1.0,2.0,$142.00,,$495.00,6,7,0
4,1.0,1.0,3.0,$139.00,$120.00,,1,29,0
2,2.0,2.0,2.0,$250.00,,,3,10,1
4,1.0,1.0,4.0,$49.00,,,1,1125,12
2,1.0,1.0,1.0,$150.00,,,1,1125,2
3,1.0,1.0,1.0,$99.00,,,2,1125,15
4,0.0,1.0,1.0,$95.00,$40.00,,1,1125,12
5,1.0,1.5,2.0,$114.00,$30.00,$149.00,1,1125,21
2,1.0,1.0,1.0,$80.00,$10.00,,1,1125,11
2,1.0,1.0,1.0,$70.00,$12.00,,2,1125,5
2,1.0,1.0,1.0,$139.00,$35.00,,2,5,59
2,1.0,1.0,1.0,$95.00,,,1,1125,0
6,1.0,1.0,3.0,$101.00,$30.00,,2,31,117
4,1.0,1.0,1.0,$198.00,,,2,10,0
4,1.0,1.0,1.0,$80.00,$50.00,$500.00,1,1125,0
4,1.0,2.0,1.0,$83.00,$15.00,$200.00,1,1125,41
3,1.0,1.0,1.0,$94.00,$50.00,,1,1125,2
4,1.0,1.5,1.0,$104.00,,$99.00,1,1125,36
3,1.0,1.5,1.0,$69.00,$15.00,$200.00,1,1125,128
1,1.0,1.0,1.0,$70.00,$25.00,$100.00,1,3,0
4,1.0,1.0,2.0,$279.00,$175.00,$200.00,2,1125,2
5,2.0,1.0,2.0,$199.00,$29.00,$300.00,1,1125,17
2,1.0,1.0,2.0,$60.00,$5.00,$500.00,1,1125,11
1,1.0,1.5,1.0,$59.00,$10.00,$150.00,1,1125,0
2,1.0,1.0,1.0,$100.00,$25.00,,2,1125,0
2,1.0,1.0,1.0,$75.00,,,1,1125,2
8,3.0,2.5,5.0,$379.00,$175.00,$200.00,2,90,7
2,0.0,1.0,1.0,$120.00,$60.00,,2,7,9
4,1.0,1.0,2.0,$169.00,$39.00,,5,1125,8
1,1.0,1.5,1.0,$49.00,$15.00,$200.00,1,1100,77
1,1.0,0.0,1.0,$69.00,$25.00,$100.00,1,1125,1
2,1.0,1.0,1.0,$126.00,$59.00,,3,20,6
2,1.0,1.0,1.0,$120.00,$50.00,$100.00,1,7,22
3,1.0,1.0,1.0,$125.00,$125.00,$125.00,2,1125,3
2,1.0,1.0,1.0,$110.00,$60.00,$150.00,9,365,31
3,0.0,1.0,1.0,$110.00,$15.00,$300.00,2,1125,3
2,1.0,1.5,1.0,$59.00,$10.00,$200.00,1,1125,3
4,1.0,1.0,2.0,$250.00,$150.00,,1,1125,2
6,2.0,1.5,2.0,$125.00,$10.00,,1,1125,0
2,1.0,1.0,2.0,$65.00,$5.00,$120.00,1,1125,5
7,3.0,2.0,3.0,$245.00,$100.00,,4,30,0
4,1.0,1.0,2.0,$130.00,,,2,1125,6
2,1.0,1.0,1.0,$125.00,$50.00,$250.00,2,31,0
2,0.0,1.0,1.0,$119.00,$20.00,,1,1125,4
2,1.0,1.0,1.0,$90.00,$20.00,$150.00,1,30,5
4,1.0,1.0,1.0,$150.00,$50.00,$100.00,1,1125,2
2,1.0,1.0,1.0,$100.00,,,1,1125,30
4,2.0,1.0,2.0,$239.00,$30.00,$300.00,1,1125,2
3,0.0,1.0,2.0,$94.00,,,1,1125,2
2,1.0,1.0,2.0,$55.00,$55.00,,1,1125,1
3,0.0,1.0,1.0,$94.00,$60.00,,1,1125,0
8,2.0,2.5,4.0,$275.00,$125.00,$100.00,7,1125,4
7,2.0,2.0,3.0,$100.00,,$100.00,1,1125,1
4,1.0,1.0,2.0,$160.00,$80.00,,2,1125,12
1,1.0,1.5,1.0,$75.00,$30.00,$150.00,2,1125,7
2,1.0,2.0,1.0,$85.00,,$100.00,10,365,46
1,1.0,1.0,1.0,$75.00,$50.00,,1,1125,56
4,2.0,2.0,2.0,$250.00,$100.00,$100.00,2,4,0
1,1.0,1.5,1.0,$70.00,$30.00,$150.00,1,1125,0
4,2.0,2.0,2.0,$228.00,$185.00,$800.00,1,1125,10
4,1.0,1.0,2.0,$69.00,$10.00,,1,1125,38
1,1.0,1.0,1.0,$65.00,,,1,1125,5
2,0.0,1.0,1.0,$130.00,$40.00,$250.00,2,10,35
2,1.0,1.0,1.0,$69.00,,,3,1125,6
3,1.0,1.0,1.0,$102.00,,,1,1125,1
2,0.0,1.0,1.0,$99.00,$35.00,$125.00,3,29,16
4,1.0,1.0,1.0,$88.00,$65.00,,1,1125,0
2,1.0,1.0,1.0,$80.00,$60.00,$150.00,5,120,7
2,1.0,1.0,1.0,$89.00,,,1,1125,5
4,1.0,1.0,1.0,$90.00,,,1,1125,1
1,1.0,1.0,1.0,$55.00,$10.00,,1,1125,29
3,0.0,1.0,1.0,$70.00,$40.00,$100.00,3,150,27
2,1.0,1.5,1.0,$75.00,$10.00,,1,1125,7
3,1.0,1.0,2.0,$60.00,,,2,1125,0
2,1.0,1.0,1.0,$75.00,,,2,6,4
4,1.0,1.0,1.0,$300.00,$25.00,,1,4,0
1,1.0,1.0,1.0,$60.00,,,1,1125,5
4,1.0,1.0,2.0,$150.00,,,1,1125,1
8,2.0,1.0,3.0,$125.00,,,4,1125,0
2,1.0,1.0,2.0,$50.00,,,1,1125,4
9,2.0,1.0,4.0,$150.00,$70.00,$200.00,2,365,119
4,2.0,2.0,2.0,"$1,200.00",,,1,1125,0
4,1.0,1.5,2.0,$45.00,,,1,1125,8
2,1.0,1.0,1.0,$89.00,,,3,10,0
2,1.0,1.0,1.0,$75.00,$50.00,$200.00,2,4,1
2,1.0,1.0,1.0,$65.00,$10.00,,1,1125,5
2,1.0,1.0,1.0,$55.00,$10.00,,1,15,63
4,1.0,1.0,1.0,$67.00,,,1,1125,11
3,1.0,1.0,1.0,"$1,000.00",$100.00,,1,3,0
6,1.0,1.0,1.0,$129.00,$50.00,,1,1125,0
2,1.0,1.0,1.0,$55.00,,,2,150,19
2,1.0,1.0,1.0,$89.00,,,1,1125,4
2,1.0,1.0,2.0,$75.00,,,2,1125,10
5,3.0,2.5,3.0,$150.00,,,1,1125,3
2,1.0,1.0,1.0,$500.00,,,1,1125,0
3,1.0,1.0,1.0,$400.00,$50.00,,1,1125,0
4,1.0,1.0,1.0,$150.00,,,1,1125,0
3,1.0,1.0,1.0,$67.00,,,1,1125,55
10,4.0,4.0,3.0,$400.00,$65.00,,1,1125,0
6,2.0,1.0,3.0,$299.00,,,3,4,0
2,1.0,1.0,1.0,$42.00,,$250.00,4,1125,15
2,1.0,1.0,1.0,"$1,200.00",,,2,4,0
2,1.0,1.0,2.0,$89.00,,,1,1125,1
4,1.0,1.0,2.0,$150.00,,,1,1125,5
2,1.0,1.0,1.0,$42.00,$6.00,,1,1125,17
2,1.0,1.0,1.0,$85.00,,,2,30,15
2,1.0,1.0,1.0,$300.00,,,3,1125,0
2,0.0,1.0,1.0,$100.00,,$200.00,3,1125,14
6,1.0,1.0,3.0,$80.00,$5.00,$150.00,1,330,90
2,1.0,1.0,1.0,$125.00,$35.00,,2,1125,9
2,1.0,1.0,1.0,$115.00,,,2,25,31
2,1.0,1.0,1.0,$84.00,$60.00,$100.00,2,25,8
4,1.0,1.0,1.0,$110.00,,,1,1125,9
2,1.0,1.0,1.0,$75.00,,$150.00,2,1125,41
2,1.0,1.5,1.0,$40.00,$10.00,,1,1125,1
3,1.0,1.0,1.0,$88.00,$15.00,,1,1125,0
2,1.0,1.0,1.0,$50.00,,,1,1125,4
4,2.0,2.5,2.0,$120.00,,$150.00,1,1125,20
4,2.0,1.0,2.0,$185.00,$45.00,,2,1125,7
2,1.0,1.0,1.0,$150.00,$120.00,$100.00,1,1125,7
2,1.0,1.0,1.0,$57.00,$48.00,$95.00,1,1125,1
4,2.0,1.0,2.0,$94.00,$50.00,,3,1125,0
3,1.0,1.0,1.0,$100.00,$25.00,,1,4,9
3,1.0,1.0,1.0,$89.00,$80.00,$100.00,1,1125,3
2,1.0,1.0,1.0,$80.00,,,1,1125,0
4,0.0,1.0,1.0,$85.00,$90.00,$300.00,3,1125,0
3,1.0,1.0,1.0,$90.00,$65.00,,2,31,1
2,1.0,1.5,1.0,$72.00,,,2,30,17
2,1.0,1.0,1.0,$65.00,,,7,1125,0
1,1.0,1.0,1.0,$65.00,,,7,1125,6
4,1.0,1.0,1.0,$97.00,,,2,1125,130
2,1.0,2.0,2.0,$55.00,,,1,1125,6
2,0.0,1.0,1.0,$90.00,,,1,1125,0
1,1.0,3.0,1.0,$45.00,$20.00,,4,365,1
2,1.0,1.0,1.0,$120.00,,,2,1125,0
4,1.0,1.0,2.0,$99.00,$45.00,,2,30,25
1,1.0,1.0,1.0,$100.00,,,1,5,1
6,2.0,1.0,2.0,$150.00,$75.00,,2,35,15
1,1.0,2.5,1.0,$32.00,$20.00,,4,365,1
5,4.0,3.5,3.0,$140.00,,,2,30,21
2,1.0,1.5,1.0,$59.00,,,1,1125,57
2,1.0,1.0,1.0,$63.00,$11.00,,1,7,10
2,1.0,1.5,1.0,$85.00,$15.00,,1,30,49
16,10.0,8.0,13.0,"$1,250.00",$300.00,"$1,500.00",3,1125,0
2,1.0,1.0,,$98.00,$50.00,,2,7,1
16,5.0,3.5,5.0,$299.00,$155.00,,3,365,8
10,5.0,2.0,5.0,$520.00,$300.00,,3,730,6
4,1.0,2.5,1.0,$72.00,$15.00,,2,28,45
6,3.0,2.5,3.0,$200.00,$60.00,$250.00,2,1125,10
3,1.0,1.5,2.0,$64.00,$25.00,$100.00,3,1125,2
2,1.0,1.0,1.0,$55.00,$40.00,,1,10,0
2,1.0,1.0,1.0,$70.00,$20.00,,1,1125,23
4,1.0,1.0,1.0,$85.00,$40.00,$250.00,2,1125,2
3,1.0,1.0,1.0,$120.00,,,4,50,16
2,1.0,1.5,1.0,$75.00,$25.00,$95.00,2,1125,0
6,3.0,1.5,3.0,$150.00,,,2,1125,5
3,1.0,1.0,1.0,$275.00,$25.00,,1,15,9
6,4.0,3.5,3.0,$215.00,$120.00,$100.00,2,1125,1
2,1.0,1.0,1.0,$85.00,,,2,1125,6
2,1.0,1.0,1.0,$90.00,$20.00,,1,1125,11
2,1.0,1.0,1.0,$60.00,$60.00,$500.00,2,1125,10
3,1.0,1.0,1.0,$99.00,$75.00,$99.00,1,1125,0
4,1.0,1.0,1.0,$89.00,$20.00,$150.00,1,1125,54
6,3.0,3.5,3.0,$395.00,$180.00,"$1,000.00",3,1125,3
2,1.0,1.5,1.0,$78.00,$15.00,$100.00,1,1125,10
6,2.0,2.5,2.0,$180.00,$40.00,$300.00,2,1125,0
2,1.0,1.5,1.0,$200.00,,,1,1125,2
4,2.0,1.5,2.0,$145.00,$75.00,,4,11,0
6,1.0,2.5,2.0,$134.00,$30.00,,2,30,7
2,1.0,1.0,1.0,$75.00,,,2,1125,34
3,2.0,1.0,2.0,$100.00,$25.00,$99.00,2,10,21
2,1.0,1.0,1.0,$95.00,$5.00,,2,1125,5
2,1.0,2.5,1.0,$67.00,$15.00,,2,31,32
11,3.0,3.0,6.0,$260.00,$125.00,,1,365,84
2,1.0,1.0,1.0,$75.00,,,2,1125,75
2,1.0,1.0,1.0,$60.00,$100.00,,1,30,2
3,1.0,1.0,1.0,$65.00,,,4,1125,3
4,1.0,1.0,2.0,$89.00,$15.00,$95.00,2,1125,18
2,1.0,1.0,1.0,$70.00,$20.00,,1,1125,1
4,1.0,1.0,2.0,$99.00,$60.00,$100.00,2,1125,16
4,0.0,1.0,1.0,$99.00,$70.00,,1,1125,72
2,1.0,1.0,1.0,$65.00,,,1,1125,8
3,0.0,1.0,2.0,$85.00,$30.00,,2,1125,24
4,2.0,1.0,2.0,$70.00,$20.00,,1,1125,2
2,1.0,1.0,1.0,$49.00,$20.00,,1,1125,0
1,1.0,1.0,1.0,$70.00,,$250.00,6,150,10
5,3.0,1.5,3.0,$145.00,$20.00,$250.00,1,1125,2
2,1.0,1.0,1.0,$125.00,$45.00,$500.00,3,30,0
3,1.0,1.5,1.0,$75.00,$50.00,,1,1125,3
2,1.0,1.0,1.0,$50.00,$25.00,,14,160,3
1,1.0,2.5,1.0,$45.00,$15.00,,5,365,4
2,1.0,1.0,1.0,$125.00,$25.00,$100.00,2,365,5
1,1.0,2.5,1.0,$45.00,$20.00,,4,365,3
3,1.0,1.0,1.0,$100.00,$30.00,,2,1125,22
6,1.0,1.5,2.0,$119.00,$30.00,,1,1125,4
2,1.0,1.5,1.0,$95.00,$35.00,$350.00,3,1125,3
2,1.0,1.0,1.0,$60.00,$30.00,$200.00,1,730,1
4,0.0,1.0,2.0,$77.00,$25.00,,3,1125,6
8,4.0,4.0,5.0,$500.00,,,2,1125,3
2,1.0,1.5,1.0,$50.00,$10.00,,1,1125,36
2,1.0,1.5,1.0,$59.00,,,1,1125,25
4,1.0,1.0,2.0,$110.00,$39.00,$125.00,2,90,89
1,1.0,4.0,1.0,$30.00,$15.00,,4,365,4
2,1.0,1.0,1.0,$95.00,$20.00,,1,1125,5
4,1.0,1.0,1.0,$91.00,$25.00,$150.00,1,1125,39
12,4.0,3.5,6.0,$283.00,$155.00,$250.00,4,90,26
4,1.0,1.0,2.0,$125.00,$35.00,,2,1125,1
14,4.0,3.5,7.0,$283.00,$155.00,$500.00,4,90,19
2,1.0,1.0,1.0,$96.00,$40.00,$250.00,2,1125,2
2,1.0,1.0,1.0,$84.00,$30.00,,2,1125,14
2,1.0,1.0,1.0,$90.00,$30.00,,3,1125,3
2,1.0,1.0,1.0,$73.00,,,2,1125,100
1,1.0,2.0,1.0,$60.00,,,1,1125,4
2,1.0,1.5,1.0,$62.00,$25.00,$100.00,3,200,6
10,3.0,2.5,5.0,$240.00,$120.00,$150.00,2,1125,3
8,3.0,2.5,4.0,$223.00,$100.00,$400.00,2,1125,7
3,1.0,1.5,1.0,$150.00,$50.00,$150.00,1,1125,3
2,1.0,1.0,1.0,$60.00,$10.00,,1,6,27
2,1.0,1.5,1.0,$97.00,,,1,1125,101
2,1.0,1.0,1.0,$35.00,,,1,1125,17
10,5.0,2.0,7.0,$250.00,$50.00,"$1,000.00",2,1125,4
6,1.0,1.0,3.0,$90.00,,,1,1125,0
2,1.0,1.0,1.0,$60.00,$25.00,,1,7,8
6,2.0,1.0,2.0,$95.00,$35.00,,1,1125,9
2,1.0,1.5,1.0,$68.00,,,2,45,116
2,1.0,1.5,1.0,$68.00,,,2,21,102
4,1.0,1.0,2.0,$90.00,$85.00,,7,1125,0
2,0.0,1.0,1.0,$128.00,,,4,1125,51
2,1.0,1.0,1.0,$79.00,$30.00,,7,1125,1
1,1.0,1.0,1.0,$72.00,,,1,1125,43
2,0.0,1.0,1.0,$55.00,$35.00,,1,1125,17
3,1.0,1.0,1.0,$165.00,$150.00,,7,365,0
1,1.0,1.0,1.0,$100.00,,,4,5,1
2,1.0,2.0,1.0,$65.00,,,1,1125,0
2,1.0,1.0,1.0,$120.00,,,2,4,0
2,1.0,1.0,1.0,$80.00,$50.00,$100.00,3,1125,12
4,2.0,1.0,2.0,$128.00,,,1,1125,47
2,1.0,1.5,1.0,$75.00,$10.00,$100.00,1,1125,1
2,1.0,1.0,1.0,$75.00,$25.00,,2,40,2
8,4.0,2.5,4.0,$240.00,,,1,1125,0
1,1.0,1.0,1.0,$60.00,,,1,1125,60
5,2.0,2.0,3.0,$100.00,$100.00,$250.00,20,70,0
2,1.0,1.5,1.0,$140.00,$40.00,$100.00,2,1125,20
6,3.0,2.0,4.0,$120.00,,,5,1125,2
1,1.0,3.0,1.0,$40.00,$15.00,,4,360,5
2,1.0,1.5,1.0,$65.00,$10.00,,1,1125,0
4,1.0,1.0,3.0,$70.00,$30.00,,2,35,62
5,2.0,2.5,2.0,$165.00,$15.00,,4,1125,2
6,2.0,1.0,2.0,$119.00,$35.00,$200.00,1,14,1
2,1.0,1.0,1.0,$34.00,,,1,3,1
6,4.0,2.5,,$200.00,,,21,30,0
2,1.0,1.0,1.0,$100.00,,,1,1125,44
2,1.0,1.0,1.0,$50.00,$10.00,,1,1125,2
4,2.0,1.0,2.0,$155.00,,$150.00,3,1125,7
2,,1.0,1.0,$85.00,$45.00,$200.00,4,31,69
2,1.0,3.5,1.0,$125.00,,,1,1125,4
1,1.0,1.0,1.0,$125.00,,,1,3,0
4,1.0,1.5,1.0,$109.00,$25.00,,1,1825,96
2,1.0,1.0,1.0,$52.00,,,1,1125,7
2,2.0,1.5,2.0,$250.00,,,1,1125,1
4,1.0,1.5,2.0,$139.00,,,1,1125,58
2,1.0,1.0,1.0,$84.00,,,1,1125,4
2,1.0,1.0,1.0,$100.00,,,2,1125,0
2,1.0,1.0,1.0,$69.00,,,1,1125,2
3,1.0,1.0,3.0,$90.00,$40.00,$300.00,1,1125,5
3,1.0,1.0,1.0,$115.00,$25.00,,2,10,19
2,1.0,1.0,1.0,$50.00,,,1,1125,6
2,1.0,1.0,1.0,$60.00,,,1,1125,0
2,1.0,1.0,1.0,$50.00,$50.00,$200.00,7,9,2
2,1.0,1.0,1.0,$89.00,$40.00,$125.00,1,1125,3
7,4.0,2.5,4.0,$240.00,$185.00,$250.00,2,120,11
2,1.0,1.0,2.0,$68.00,,,7,1125,22
2,1.0,2.0,1.0,$65.00,,,1,1125,20
8,3.0,2.0,4.0,$395.00,,,3,1125,0
6,3.0,2.0,1.0,$525.00,,,2,4,0
2,1.0,1.0,1.0,$100.00,,,2,1125,2
2,0.0,1.0,1.0,$75.00,$20.00,$200.00,2,1125,0
3,2.0,1.0,1.0,$120.00,,,2,20,4
3,1.0,1.0,2.0,$91.00,$55.00,$190.00,4,1125,0
2,1.0,1.0,1.0,$112.00,,$500.00,1,1125,47
2,1.0,1.0,1.0,$70.00,$50.00,,3,1125,0
3,1.0,1.0,1.0,$125.00,$50.00,$100.00,2,1125,10
2,1.0,1.0,1.0,$100.00,$25.00,,1,1125,0
2,0.0,1.0,1.0,$79.00,$50.00,$100.00,1,1125,3
2,1.0,1.0,1.0,$150.00,,,1,1125,6
2,1.0,1.0,1.0,$165.00,,,2,14,1
3,1.0,1.0,2.0,$140.00,$80.00,,3,1125,0
4,2.0,2.0,4.0,$159.00,$95.00,$200.00,5,1125,4
2,1.0,1.0,1.0,$89.00,,,1,1125,0
2,1.0,1.0,1.0,$99.00,$50.00,,1,1125,11
2,0.0,1.0,1.0,$150.00,,,15,31,0
3,0.0,1.0,1.0,$75.00,,,5,1125,0
2,1.0,1.0,1.0,$66.00,$60.00,,1,1125,2
3,1.0,1.0,2.0,$110.00,,,3,1125,0
2,0.0,1.0,1.0,$100.00,,,1,1125,3
2,1.0,1.0,1.0,$165.00,,,2,14,0
2,1.0,1.0,1.0,$75.00,$6.00,,2,30,4
3,0.0,1.0,1.0,$102.00,$50.00,,3,1125,8
2,1.0,,,$190.00,,,2,14,0
3,0.0,1.0,1.0,$84.00,$60.00,$500.00,1,1125,0
4,2.0,1.0,2.0,$110.00,$25.00,,1,1125,1
6,4.0,2.5,3.0,$350.00,$250.00,$350.00,4,1125,0
4,1.0,1.0,1.0,"$1,000.00",,,2,1125,0
2,0.0,1.0,1.0,$85.00,$15.00,,1,20,13
4,1.0,1.0,2.0,$85.00,$15.00,,1,1125,1
