Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
6/03/2018,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
6/03/2018,Acoso Judicial,Magdalena,Particular,Sin especificar,Colombia
6/03/2018,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
7/03/2018,Amenaza,Magdalena,Funcionario Público,Sin especificar,Colombia
7/03/2018,Agresión física,Nariño,Funcionario Público,Sin especificar,Colombia
7/03/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
7/03/2018,Amenaza,Quindío,Desconocido,Sin especificar,Colombia
7/03/2018,Otras,Bogotá,Funcionario Público,Sin especificar,Colombia
10/03/2018,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
11/03/2018,Vigilancia,La Guajira,Desconocido,Sin especificar,Colombia
11/03/2018,Amenaza,Risaralda,Guerrilla,Sin especificar,Colombia
11/03/2018,Amenaza,Sucre,Particular,Sin especificar,Colombia
11/03/2018,Obstrucción al trabajo periodístico,Caquetá,Fuerza Pública,Sin especificar,Colombia
11/03/2018,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
11/03/2018,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
11/03/2018,Obstrucción al trabajo periodístico,Risaralda,Fuerza Pública,Sin especificar,Colombia
13/03/2018,Agresión física,Cesar,Funcionario Público,Sin especificar,Colombia
13/03/2018,Obstrucción al trabajo periodístico,Antioquia,Fuerza Pública,Sin especificar,Colombia
14/03/2018,Obstrucción al trabajo periodístico,Atlántico,Funcionario Público,Sin especificar,Colombia
15/03/2018,Otras,Bogotá,Particular,Sin especificar,Colombia
15/03/2018,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
15/03/2018,Acoso Judicial,Cundinamarca,Funcionario Público,Sin especificar,Colombia
19/03/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
19/03/2018,Obstrucción al trabajo periodístico,Caldas,Particular,Sin especificar,Colombia
20/03/2018,Acoso Judicial,Tolima,Funcionario Público,Sin especificar,Colombia
21/03/2018,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
22/03/2018,Acoso Judicial,Santander,Funcionario Público,Sin especificar,Colombia
22/03/2018,Acoso Judicial,Santander,Funcionario Público,Sin especificar,Colombia
23/03/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
23/03/2018,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
23/03/2018,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
24/03/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
24/03/2018,Acoso,Huila,Particular,Sin especificar,Colombia
25/03/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
25/03/2018,Otras,Bogotá,Particular,Sin especificar,Colombia
26/03/2018,Estigmatización,Cauca,Funcionario Público,Sin especificar,Colombia
26/03/2018,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
26/03/2018,Secuestro,Nariño,Bandas Criminales,Sin especificar,Colombia
27/03/2018,Amenaza,Caldas,Desconocido,Sin especificar,Colombia
1/04/2018,Amenaza,La Guajira,Desconocido,Sin especificar,Colombia
2/04/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
2/04/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
3/04/2018,Acoso,Cundinamarca,Funcionario Público,Sin especificar,Colombia
5/04/2018,Estigmatización,Arauca,Funcionario Público,Sin especificar,Colombia
5/04/2018,Acoso Judicial,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
5/04/2018,Obstrucción al trabajo periodístico,Magdalena,Funcionario Público,Sin especificar,Colombia
7/04/2018,Amenaza,Magdalena,Particular,Sin especificar,Colombia
7/04/2018,Amenaza,Magdalena,Particular,Sin especificar,Colombia
8/04/2018,Daño a la infraestructura,Arauca,Desconocido,Sin especificar,Colombia
11/04/2018,Amenaza,Norte de Santander,Particular,Sin especificar,Colombia
11/04/2018,Vigilancia,Bogotá,Desconocido,Sin especificar,Colombia
11/04/2018,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
13/04/2018,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
13/04/2018,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
13/04/2018,Amenaza,Caldas,Desconocido,Sin especificar,Colombia
13/04/2018,Asesinato,Nariño,Bandas Criminales,Sin especificar,Colombia
13/04/2018,Asesinato,Nariño,Bandas Criminales,Sin especificar,Colombia
13/04/2018,Asesinato,Nariño,Bandas Criminales,Sin especificar,Colombia
14/04/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
14/04/2018,Ciberataque,Bogotá,Desconocido,Sin especificar,Colombia
14/04/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
15/04/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
15/04/2018,Estigmatización,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
16/04/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
16/04/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
16/04/2018,Otras,Risaralda,Particular,Sin especificar,Colombia
17/04/2018,Amenaza,Antioquia,Bandas Criminales,Sin especificar,Colombia
17/04/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
18/04/2018,Acoso,Arauca,Guerrilla,Sin especificar,Colombia
18/04/2018,Amenaza,Cesar,Guerrilla,Sin especificar,Colombia
18/04/2018,Obstrucción al acceso a la información,Tolima,Funcionario Público,Sin especificar,Colombia
19/04/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
19/04/2018,Amenaza,Cesar,Guerrilla,Sin especificar,Colombia
21/04/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
21/04/2018,Estigmatización,Norte de Santander,Funcionario Público,Sin especificar,Colombia
22/04/2018,Obstrucción al trabajo periodístico,Bolívar,Particular,Sin especificar,Colombia
23/04/2018,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
25/04/2018,Acoso,Antioquia,Particular,Sin especificar,Colombia
25/04/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
26/04/2018,Amenaza,Córdoba,Desconocido,Sin especificar,Colombia
27/04/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
30/04/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
30/04/2018,Exclusión,Magdalena,Funcionario Público,Sin especificar,Colombia
30/04/2018,Amenaza,San Andrés y Providencia,Desconocido,Sin especificar,Colombia
1/05/2018,Amenaza,Antioquia,Particular,Sin especificar,Colombia
2/05/2018,Vigilancia,Bogotá,Desconocido,Sin especificar,Colombia
2/05/2018,Amenaza,Huila,Desconocido,Sin especificar,Colombia
2/05/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
3/05/2018,Estigmatización,Antioquia,Funcionario Público,Sin especificar,Colombia
3/05/2018,Amenaza,Huila,Desconocido,Sin especificar,Colombia
3/05/2018,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
3/05/2018,Acoso,La Guajira,Fuerza Pública,Sin especificar,Colombia
3/05/2018,Acoso Judicial,Córdoba,Funcionario Público,Sin especificar,Colombia
4/05/2018,Amenaza,Huila,Desconocido,Sin especificar,Colombia
4/05/2018,Acoso Judicial,Cauca,Funcionario Público,Sin especificar,Colombia
4/05/2018,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
7/05/2018,Amenaza,Cesar,Desconocido,Sin especificar,Colombia
7/05/2018,Amenaza,Tolima,Particular,Sin especificar,Colombia
9/05/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
9/05/2018,Acoso,Norte de Santander,Desconocido,Sin especificar,Colombia
10/05/2018,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
10/05/2018,Otras,Nariño,Funcionario Público,Sin especificar,Colombia
11/05/2018,Amenaza,Casanare,Particular,Sin especificar,Colombia
11/05/2018,Acoso Judicial,Magdalena,Particular,Sin especificar,Colombia
11/05/2018,Amenaza,Norte de Santander,Particular,Sin especificar,Colombia
11/05/2018,Acoso Judicial,Tolima,Funcionario Público,Sin especificar,Colombia
11/05/2018,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
13/05/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
14/05/2018,Otras,Bogotá,Particular,Sin especificar,Colombia
18/05/2018,Ciberataque,Valle del Cauca,Desconocido,Sin especificar,Colombia
18/05/2018,Daño a la infraestructura,Chocó,Desconocido,Sin especificar,Colombia
21/05/2018,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
21/05/2018,Acoso,Bogotá,Particular,Sin especificar,Colombia
24/05/2018,Amenaza,Nariño,Bandas Criminales,Sin especificar,Colombia
25/05/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
25/05/2018,Obstrucción al trabajo periodístico,Córdoba,Particular,Sin especificar,Colombia
29/05/2018,Estigmatización,Tolima,Funcionario Público,Sin especificar,Colombia
30/05/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
30/05/2018,Acoso Judicial,Córdoba,Funcionario Público,Sin especificar,Colombia
31/05/2018,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
31/05/2018,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
2/06/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
4/06/2018,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
5/06/2018,Amenaza,Santander,Guerrilla,Sin especificar,Colombia
5/06/2018,Acoso Judicial,Atlántico,Funcionario Público,Sin especificar,Colombia
5/06/2018,Obstrucción al trabajo periodístico,Norte de Santander,Funcionario Público,Sin especificar,Colombia
6/06/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
6/06/2018,Amenaza,Tolima,Delincuencia Común,Sin especificar,Colombia
7/06/2018,Acoso,Bogotá,Funcionario Público,Sin especificar,Colombia
12/06/2018,Espionaje o Invasión,Bogotá,Funcionario Público,Sin especificar,Colombia
12/06/2018,Acoso Judicial,Huila,Funcionario Público,Sin especificar,Colombia
13/06/2018,Otras,La Guajira,Particular,Sin especificar,Colombia
13/06/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
14/06/2018,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
18/06/2018,Exclusión,Quindío,Funcionario Público,Sin especificar,Colombia
19/06/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
20/06/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
24/06/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
24/06/2018,Daño a la infraestructura,Cundinamarca,Desconocido,Sin especificar,Colombia
26/06/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
26/06/2018,Amenaza,Valle del Cauca,Particular,Sin especificar,Colombia
28/06/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
29/06/2018,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
29/06/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
29/06/2018,Ciberataque,Huila,Desconocido,Sin especificar,Colombia
29/06/2018,Ciberataque,Huila,Desconocido,Sin especificar,Colombia
30/06/2018,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
1/07/2018,Amenaza,Meta,Desconocido,Sin especificar,Colombia
2/07/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
4/07/2018,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
6/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
6/07/2018,Vigilancia,Bogotá,Desconocido,Sin especificar,Colombia
6/07/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
7/07/2018,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
8/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
9/07/2018,Estigmatización,Putumayo,Funcionario Público,Sin especificar,Colombia
10/07/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
10/07/2018,Vigilancia,Bogotá,Desconocido,Sin especificar,Colombia
10/07/2018,Amenaza,Caldas,Desconocido,Sin especificar,Colombia
11/07/2018,Exclusión,Bogotá,Funcionario Público,Sin especificar,Colombia
11/07/2018,Obstrucción al trabajo periodístico,Arauca,Fuerza Pública,Sin especificar,Colombia
13/07/2018,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
13/07/2018,Estigmatización,Magdalena,Funcionario Público,Sin especificar,Colombia
13/07/2018,Acoso,Putumayo,Desconocido,Sin especificar,Colombia
13/07/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
14/07/2018,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
15/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
15/07/2018,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
16/07/2018,Amenaza,Norte de Santander,Paramilitares,Sin especificar,Colombia
16/07/2018,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
16/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
17/07/2018,Amenaza,Guaviare,Bandas Criminales,Sin especificar,Colombia
17/07/2018,Amenaza,Antioquia,Particular,Sin especificar,Colombia
18/07/2018,Amenaza,Santander,Paramilitares,Sin especificar,Colombia
19/07/2018,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
19/07/2018,Amenaza,Norte de Santander,Bandas Criminales,Sin especificar,Colombia
19/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
20/07/2018,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
21/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
23/07/2018,Acoso,Bolívar,Desconocido,Sin especificar,Colombia
23/07/2018,Exclusión,Santander,Particular,Sin especificar,Colombia
23/07/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
23/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
25/07/2018,Agresión física,Bogotá,Particular,Sin especificar,Colombia
25/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
26/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
26/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
26/07/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
26/07/2018,Amenaza,Antioquia,Bandas Criminales,Sin especificar,Colombia
27/07/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
28/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
28/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
29/07/2018,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
29/07/2018,Amenaza,Caquetá,Bandas Criminales,Sin especificar,Colombia
29/07/2018,Amenaza,Santander,Particular,Sin especificar,Colombia
29/07/2018,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
30/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
30/07/2018,Amenaza,Norte de Santander,Bandas Criminales,Sin especificar,Colombia
30/07/2018,Secuestro,Norte de Santander,Bandas Criminales,Sin especificar,Colombia
30/07/2018,Amenaza,Norte de Santander,Guerrilla,Sin especificar,Colombia
30/07/2018,Obstrucción al trabajo periodístico,Atlántico,Funcionario Público,Sin especificar,Colombia
31/07/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
2/08/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
2/08/2018,Daño a la infraestructura,Casanare,Desconocido,Sin especificar,Colombia
2/08/2018,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
2/08/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
2/08/2018,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
3/08/2018,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
3/08/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
4/08/2018,Acoso,Santander,Funcionario Público,Sin especificar,Colombia
6/08/2018,Amenaza,Casanare,Particular,Sin especificar,Colombia
6/08/2018,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
6/08/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
6/08/2018,Obstrucción al trabajo periodístico,Chocó,Funcionario Público,Sin especificar,Colombia
7/08/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
7/08/2018,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
7/08/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
8/08/2018,Amenaza,Santander,Desconocido,Sin especificar,Colombia
8/08/2018,Amenaza,Córdoba,Desconocido,Sin especificar,Colombia
8/08/2018,Estigmatización,Putumayo,Político,Sin especificar,Colombia
8/08/2018,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
9/08/2018,Acoso,Tolima,Funcionario Público,Sin especificar,Colombia
9/08/2018,Otras,Bogotá,Funcionario Público,Sin especificar,Colombia
11/08/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
11/08/2018,Amenaza,Huila,Desconocido,Sin especificar,Colombia
11/08/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
11/08/2018,Robo o eliminación del material periodístico,Tolima,Desconocido,Sin especificar,Colombia
14/08/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
14/08/2018,Agresión física,Magdalena,Particular,Sin especificar,Colombia
14/08/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
15/08/2018,Agresión física,Boyacá,Particular,Sin especificar,Colombia
15/08/2018,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
17/08/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
18/08/2018,Obstrucción al trabajo periodístico,Norte de Santander,Particular,Sin especificar,Colombia
19/08/2018,Amenaza,Huila,Funcionario Público,Sin especificar,Colombia
20/08/2018,Agresión física,Risaralda,Particular,Sin especificar,Colombia
22/08/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
23/08/2018,Acoso,La Guajira,Desconocido,Sin especificar,Colombia
23/08/2018,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
24/08/2018,Acoso,Norte de Santander,Desconocido,Sin especificar,Colombia
26/08/2018,Amenaza,Córdoba,Desconocido,Sin especificar,Colombia
27/08/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
28/08/2018,Estigmatización,Arauca,Funcionario Público,Sin especificar,Colombia
30/08/2018,Otras,Atlántico,Funcionario Público,Sin especificar,Colombia
